CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Geography_Germany,Geography_Spain,IsActiveMember_1,Exited
-0.3582089552238806,2.833333333333333,1.25,-0.7614800323148149,1.0,0.30278945547587943,0,1,1,0
0.15671641791044774,0.8333333333333334,-1.0,0.6767324557692537,1.0,-0.6723139730940245,1,0,1,0
0.09701492537313433,2.1666666666666665,0.5,0.05696332243429075,0.0,-0.7625927483940509,1,0,1,1
0.16417910447761194,-0.8333333333333334,-0.25,0.11257437076674973,0.0,-0.7944994791568069,1,0,1,0
-1.0149253731343284,-0.3333333333333333,-0.5,-0.7614800323148149,1.0,-0.4218920068896901,0,1,1,0
0.582089552238806,-1.1666666666666667,0.75,-0.7614800323148149,1.0,0.8445357965190982,0,0,0,0
-0.20149253731343286,1.1666666666666667,-0.25,0.2148273200576852,1.0,-0.08080381242733503,0,0,0,1
-1.0820895522388059,-0.5,1.0,0.11274406114995858,0.0,0.5066087181235264,1,0,0,0
-0.02985074626865672,0.16666666666666666,0.25,0.2624195968419726,1.0,0.5464333326430262,0,0,1,1
0.8507462686567164,2.083333333333333,0.5,0.3566627056575369,0.0,-0.958475323822932,1,0,1,1
-0.7388059701492538,0.08333333333333333,-1.0,0.6573864202568012,1.0,0.8573430886033107,0,1,0,0
-0.5746268656716418,-0.9166666666666666,0.5,-0.7614800323148149,1.0,0.12515701208414662,0,1,0,0
-0.7313432835820896,-0.16666666666666666,0.75,-0.7614800323148149,1.0,0.7784180469530071,0,0,1,0
0.00746268656716418,-0.16666666666666666,0.25,0.15248960705159906,1.0,-0.7758176806158286,0,1,1,0
0.9253731343283582,-0.4166666666666667,-0.25,0.09575512377213416,1.0,0.26755339389149224,1,0,1,0
-0.753731343283582,1.25,-1.0,-0.7614800323148149,0.0,-0.3720988132093304,0,0,0,1
0.13432835820895522,-0.4166666666666667,-0.25,0.0450951801663748,1.0,0.35318527470396954,1,0,1,0
-0.08955223880597014,-0.6666666666666666,-0.25,-0.7614800323148149,1.0,-0.561965907036446,0,0,0,0
-0.5074626865671642,-0.08333333333333333,-0.25,0.09752331950113842,0.0,-0.30444456669518105,1,0,1,0
1.0522388059701493,0.3333333333333333,-0.5,0.349470685085359,0.0,0.027719911252741317,0,0,0,0
0.2164179104477612,0.08333333333333333,-0.5,-0.7614800323148149,1.0,0.12499774167880118,0,0,1,0
1.2985074626865671,1.5,-0.25,0.1417009494513814,0.0,0.4058727785710667,0,0,0,0
0.14925373134328354,0.5,0.0,-0.7614800323148149,1.0,-0.3626366061987137,0,1,1,0
-0.5373134328358209,-0.25,0.25,-0.7614800323148149,1.0,0.6088397870075956,0,0,1,0
1.2611940298507462,-0.75,-0.75,-0.7614800323148149,1.0,-0.5500916732298795,0,0,0,0
-0.8208955223880597,1.4166666666666667,0.75,0.06715226633023151,0.0,0.41404273035924416,0,1,1,1
1.4776119402985075,0.08333333333333333,0.5,-0.1324349614208993,0.0,0.2679424730948505,0,0,0,0
-0.7835820895522388,-1.25,0.5,0.34540226805377183,0.0,0.1824329672460208,0,1,0,0
1.0,-0.4166666666666667,-0.75,0.05592018879974517,1.0,-0.41300640550097817,1,0,0,0
-1.492537313432836,1.9166666666666667,0.25,0.19219002753277387,0.0,0.4347093613670932,0,0,1,0
1.0746268656716418,-0.4166666666666667,0.0,0.04367302433701658,1.0,0.17928303161611575,0,1,1,0
0.5074626865671642,0.75,-0.5,-0.0012216767478109652,0.0,0.3386919727385376,1,0,1,1
0.9328358208955224,-0.6666666666666666,-0.75,-0.7614800323148149,1.0,0.2469450027957445,0,0,0,0
0.4776119402985074,1.0833333333333333,-0.75,0.17593610177787886,0.0,-0.8868093332762453,1,0,1,1
0.4776119402985074,-0.16666666666666666,0.75,0.12229020283249745,0.0,-0.8369635915425585,0,0,1,0
0.27611940298507465,0.08333333333333333,-0.75,-0.7614800323148149,0.0,-0.17770913102468314,0,1,1,0
0.16417910447761194,-0.08333333333333333,-0.75,0.4491167012314853,0.0,-0.7391813201326254,0,0,1,0
-0.4328358208955224,1.0,-0.25,-0.7614800323148149,1.0,-0.7781824446558845,0,0,1,0
0.5746268656716418,0.08333333333333333,0.5,-0.7614800323148149,1.0,-0.5530658727201279,0,0,0,0
-1.0,1.8333333333333333,0.0,0.3256990679720447,0.0,0.2406648497609737,0,0,1,0
0.2164179104477612,-0.25,0.5,-0.7614800323148149,1.0,0.30992857098389504,0,0,0,0
1.1194029850746268,-0.6666666666666666,1.0,0.23672051320137905,0.0,0.3482726923800622,0,0,1,0
0.3656716417910448,-1.3333333333333333,1.0,-0.7614800323148149,1.0,-0.7507815315953429,0,1,1,0
0.4477611940298508,3.083333333333333,0.0,-0.7614800323148149,1.0,0.5207227999981198,0,1,0,0
-0.26119402985074625,-0.16666666666666666,0.0,-0.7614800323148149,1.0,-0.885567999861769,0,0,1,0
0.4850746268656717,-0.75,-0.25,0.2429271387412388,0.0,-0.4667506639337274,0,0,1,0
0.01492537313432836,0.5,1.0,-0.09812718537084016,1.0,-0.18409671789381896,1,0,1,0
0.3059701492537313,0.25,-1.25,0.1842087821589128,0.0,-0.7404369848343725,1,0,0,1
0.34328358208955223,0.6666666666666666,0.0,0.5268737547420862,0.0,0.4246137317871636,0,1,0,1
-0.1865671641791045,-0.6666666666666666,0.0,0.3317269937131513,1.0,-0.19907870659115967,1,0,0,0
-0.9328358208955224,0.0,0.0,-0.027230449254897933,1.0,0.3953790237979412,0,1,1,0
1.4776119402985075,0.3333333333333333,-0.5,-0.7614800323148149,1.0,0.291691957111336,0,0,0,0
-0.00746268656716418,0.8333333333333334,-0.75,-0.7614800323148149,1.0,0.19936472249456896,0,1,1,0
-0.9701492537313432,0.3333333333333333,0.0,0.3678124449642223,0.0,-0.8680492716771202,0,0,1,0
1.164179104477612,2.5,1.25,0.21449154305748527,0.0,0.7084380662875398,0,1,1,0
1.462686567164179,-0.5,-0.25,-0.0562507951788503,1.0,0.944635772493864,1,0,0,0
0.582089552238806,-0.8333333333333334,0.5,-0.7614800323148149,1.0,0.4462576346184951,0,0,0,0
-0.14925373134328354,-1.3333333333333333,-1.0,-0.7614800323148149,1.0,-0.16450747443967895,0,0,0,0
-0.6268656716417911,1.1666666666666667,-0.25,-0.7614800323148149,2.0,-0.3415862829252749,0,0,1,0
-0.13432835820895522,-0.25,-1.0,-0.7614800323148149,1.0,-0.38824925920076897,0,1,0,0
1.2313432835820894,-0.8333333333333334,0.5,0.2554918263448472,0.0,-0.4160593762510495,1,0,1,0
-0.12686567164179105,1.0833333333333333,0.5,0.4877235353510664,1.0,-0.463816612375905,0,1,0,1
-0.3283582089552239,0.08333333333333333,0.75,0.050570006135803584,1.0,0.3749099816018288,1,0,1,0
0.35074626865671643,-0.08333333333333333,0.25,0.3912373954359396,0.0,-0.6759693661111555,1,0,1,0
0.41044776119402987,0.0,-1.0,-0.7614800323148149,1.0,-0.9570291851329156,0,0,1,0
-0.20895522388059695,1.5,0.5,0.16918162543017998,0.0,-0.05256731417065732,0,0,1,1
0.3880597014925373,1.4166666666666667,0.25,0.2856248742598961,2.0,0.4561355506003068,1,0,0,1
0.4925373134328358,-1.0,-0.25,0.0900425275750789,0.0,-0.3777254188884079,0,0,0,0
-0.17164179104477612,-0.6666666666666666,0.25,-0.7614800323148149,1.0,-0.11537311341244585,0,1,1,0
1.3582089552238803,-0.08333333333333333,0.75,0.3579005993533275,0.0,-0.10378387910593594,0,0,0,1
-0.1044776119402985,-0.25,0.25,0.13588337397754882,0.0,-0.02478626625625993,0,0,1,0
0.5,0.0,1.0,0.033351759546689994,0.0,-0.7561057572770351,0,0,0,1
0.3880597014925373,0.4166666666666667,0.75,0.2549019054835533,1.0,0.806736162398895,0,0,1,0
0.9402985074626866,0.08333333333333333,-0.5,0.37463460944261945,1.0,0.2694332318920438,0,0,1,0
-0.08955223880597014,-0.25,-0.5,-0.15176352650147007,0.0,0.6947211948431252,0,1,1,0
-0.4477611940298508,1.9166666666666667,1.0,-0.7614800323148149,3.0,-0.8800010570594867,0,0,1,1
0.2388059701492537,0.5833333333333334,-0.75,0.2865645954725413,1.0,-0.5115443728035364,1,0,1,0
0.3880597014925373,1.0833333333333333,-0.25,0.5346086905292396,0.0,0.20914364078984204,0,0,0,1
0.8731343283582089,-0.6666666666666666,0.75,-0.7614800323148149,1.0,0.7327932250618131,0,0,1,0
-0.6716417910447762,0.08333333333333333,0.0,-0.7614800323148149,0.0,0.1576064005968321,0,0,0,0
-1.1044776119402986,0.4166666666666667,0.5,0.26706116938766666,1.0,0.5031589435046173,1,0,1,0
-0.8358208955223879,0.16666666666666666,-1.0,-0.7614800323148149,0.0,0.0836042069442965,0,1,1,0
1.4776119402985075,1.0,0.0,0.19811258228338385,0.0,-0.4110917048654337,0,0,1,0
-0.7388059701492538,0.3333333333333333,1.0,0.10117181942561597,1.0,-0.18595206057357416,1,0,0,0
-0.4776119402985074,0.3333333333333333,-0.75,0.2674850036319695,1.0,-0.9468709451064689,1,0,1,0
-0.8731343283582089,-0.16666666666666666,0.75,0.1707196501777126,0.0,0.3592254549072018,0,1,1,0
1.0746268656716418,0.6666666666666666,-0.75,0.09817661964221804,0.0,0.2407739098407029,0,0,1,0
-0.9477611940298508,-0.3333333333333333,-1.0,0.12248739151880254,0.0,0.7621464456819438,0,0,1,0
0.417910447761194,-0.25,-0.5,-0.7614800323148149,0.0,0.21612765314625765,0,0,1,1
0.8731343283582089,-0.8333333333333334,0.5,0.7161743451956782,0.0,0.7231727640492036,1,0,0,0
1.1417910447761197,0.6666666666666666,1.0,0.15188644626659215,0.0,0.906985854587492,1,0,0,1
-0.5671641791044776,0.5833333333333334,1.0,0.1749548589109857,0.0,0.19172177584469152,1,0,0,1
-0.1417910447761194,-0.4166666666666667,0.0,0.5181712860682157,1.0,-0.2620157235057632,0,1,1,0
-0.06716417910447761,-0.5,-0.5,0.5542822770537864,0.0,0.43673251224035503,0,0,0,0
-1.335820895522388,0.9166666666666666,0.75,-0.7614800323148149,1.0,-0.2953069989153705,0,1,0,0
0.05223880597014925,1.0,-1.0,-0.7614800323148149,0.0,0.16319174029979588,0,0,0,1
0.5895522388059702,-1.3333333333333333,0.75,0.27508895035138275,0.0,0.0657566722750958,1,0,0,1
0.4477611940298508,-0.6666666666666666,-0.5,-0.07695419707148562,1.0,0.6708324635673395,0,0,0,0
-0.582089552238806,-0.08333333333333333,-1.0,-0.7614800323148149,1.0,-0.2895204113486008,0,1,1,0
-0.23134328358208955,1.0833333333333333,-0.5,0.5161787950635297,0.0,0.3136056133924356,0,1,1,0
0.7985074626865671,-0.9166666666666666,-0.25,-0.7614800323148149,1.0,0.35778114574322023,0,0,0,0
-0.2835820895522388,0.08333333333333333,-0.25,-0.19275871751048074,0.0,-0.2454759950302958,0,0,1,0
0.11194029850746268,0.4166666666666667,0.5,-0.7614800323148149,0.0,0.08288794750175052,0,0,1,1
-0.8805970149253731,0.4166666666666667,1.0,0.3729383323524821,0.0,-0.8914927166441512,0,0,1,1
-0.9029850746268656,-0.5,-0.75,0.17001088337397746,1.0,-0.597488187804913,0,1,0,0
-0.6567164179104478,1.3333333333333333,-0.75,-0.4052377138208509,0.0,-0.6010826982612261,0,0,1,1
-0.9253731343283582,-0.9166666666666666,1.25,0.038193106089236685,1.0,0.6769857694637113,0,0,0,0
-0.6343283582089553,1.4166666666666667,0.0,-0.0382487294373801,1.0,0.5935464739633671,0,1,0,1
-0.4328358208955224,0.08333333333333333,0.5,-0.0026651418035001213,0.0,-0.2305453347022592,0,1,0,0
-0.9029850746268656,-0.8333333333333334,0.75,0.2771586873015186,0.0,-0.9449603100843348,0,1,0,0
-0.9776119402985076,0.16666666666666666,-0.5,0.3855257393518108,0.0,-0.2764642020833473,0,1,0,0
0.44029850746268656,-0.6666666666666666,-0.5,0.2583973236865212,1.0,-0.6950417684605211,0,0,0,0
1.462686567164179,0.25,-0.5,0.10757571199452476,0.0,-0.7045410741935062,0,1,1,0
-0.7686567164179104,0.3333333333333333,1.0,-0.01706101270217916,2.0,0.32033654131406475,1,0,1,1
0.14925373134328354,-0.75,0.25,-0.7614800323148149,0.0,-0.92878150643936,0,0,1,0
1.0597014925373134,1.6666666666666667,-0.5,0.15557239402263665,0.0,-0.06969462542423724,1,0,0,1
0.6194029850746269,-0.75,0.0,0.4955618052173759,1.0,0.15005472696801425,1,0,1,0
0.8059701492537313,0.08333333333333333,0.25,0.5146349729529511,0.0,-0.09244346034013176,0,0,0,1
-0.05970149253731344,-0.5,0.0,-0.7614800323148149,1.0,-0.5927841714489502,0,0,1,0
1.4776119402985075,0.08333333333333333,0.0,0.3882520668382685,0.0,-0.2228495350780489,1,0,0,0
0.00746268656716418,3.083333333333333,-1.25,0.18863193513471505,0.0,0.6114112874895613,0,0,1,0
0.7611940298507462,-0.16666666666666666,-0.25,-0.7614800323148149,1.0,-0.5627134717022507,0,0,0,0
0.8582089552238806,-0.16666666666666666,0.25,0.27462798164648866,0.0,0.1562481807968121,1,0,0,1
0.291044776119403,0.08333333333333333,1.0,0.5230721730960989,1.0,0.03371760579583685,1,0,1,0
0.14925373134328354,0.6666666666666666,1.0,-0.7614800323148149,0.0,-0.08300178467723658,0,0,1,1
-0.6044776119402985,-0.16666666666666666,0.75,-0.7614800323148149,1.0,-0.15881083856961034,0,0,0,0
-0.05970149253731344,0.75,0.25,-0.6638713192228649,0.0,0.5752174690260607,0,1,0,1
-0.1044776119402985,-0.6666666666666666,1.0,0.0487229192637286,0.0,-0.8624946273554036,0,0,1,0
0.1417910447761194,-0.25,1.25,-0.7614800323148149,0.0,-0.7822091298177042,0,1,0,0
-0.5970149253731343,-0.5833333333333334,0.25,0.1605879748275362,0.0,0.006605656208426857,0,0,0,0
-1.111940298507463,0.08333333333333333,-1.0,-0.7614800323148149,1.0,-0.0512335896914338,0,0,1,0
0.8059701492537313,0.16666666666666666,0.25,0.6376074627417577,0.0,-0.3360495273025633,0,0,0,1
-0.5,0.16666666666666666,0.5,0.5359573608648537,1.0,0.32177393893524897,1,0,0,0
0.6940298507462687,0.9166666666666666,1.25,-0.009009337201584694,0.0,-0.26104556650574884,1,0,0,0
-0.6194029850746269,0.5833333333333334,-0.25,-0.7614800323148149,1.0,0.34761873846302793,0,0,0,0
0.1417910447761194,-0.6666666666666666,-0.5,-0.7614800323148149,1.0,0.5879811574064486,0,0,0,0
-0.3656716417910448,0.25,0.75,0.4050200776783972,0.0,0.04938688644017559,1,0,0,0
-1.462686567164179,-0.4166666666666667,1.0,0.2809534531287898,0.0,0.25383662408741275,1,0,1,0
-0.01492537313432836,0.5,0.25,-0.7614800323148149,1.0,-0.8526811513461435,0,0,1,0
1.4776119402985075,-0.08333333333333333,-1.0,0.053889231507822,1.0,-0.32118259546473193,0,0,1,0
0.8582089552238806,-0.08333333333333333,-0.5,0.3288958436354041,0.0,0.2407480931955481,0,0,0,0
-0.3059701492537313,-0.9166666666666666,-0.75,0.08077442429051232,1.0,0.20945770942578168,0,0,1,0
0.4552238805970149,-1.0,-0.25,0.1878222628768834,0.0,-0.4464545119478848,0,0,1,0
0.6865671641791045,0.16666666666666666,-0.25,-0.01595677172741996,0.0,-0.8210927581134079,0,1,0,0
0.07462686567164177,0.08333333333333333,-0.25,-0.7614800323148149,1.0,0.3665733396638322,0,1,0,0
0.9776119402985076,0.4166666666666667,-0.75,0.3330251329789733,0.0,-0.9965194029494246,1,0,0,0
-0.7761194029850746,-0.3333333333333333,-1.25,0.03044258009605441,0.0,-0.58386340250424,1,0,0,0
0.00746268656716418,-0.5,0.5,0.0421209762383323,0.0,-0.9061274003159236,0,0,1,0
0.037313432835820885,-1.25,0.25,-0.7614800323148149,2.0,0.6933716144716019,0,1,1,1
0.9029850746268656,-1.1666666666666667,0.75,-0.7614800323148149,1.0,-0.44146590265320657,0,1,0,0
0.4701492537313433,0.4166666666666667,-0.75,-0.07111617414150459,1.0,-0.8015427478286765,1,0,1,0
-0.11940298507462685,0.0,1.0,0.4692728790582323,0.0,0.5421633205186045,1,0,1,0
0.9552238805970148,0.0,-0.5,-0.7614800323148149,1.0,0.8330736126316577,0,0,0,1
-0.917910447761194,-0.16666666666666666,0.0,-0.011168306536981277,0.0,0.1279406359457907,0,1,1,0
0.17164179104477612,-0.4166666666666667,-1.0,-0.7614800323148149,2.0,-0.14527275247491034,0,0,0,0
-1.1343283582089552,-0.5833333333333334,-0.75,0.22168724573862472,1.0,-0.3190128792280314,1,0,1,0
0.582089552238806,-0.4166666666666667,1.0,0.2386566757732272,0.0,-0.3993286655856369,0,0,0,0
0.8283582089552238,-0.5,0.5,0.3663914642760221,1.0,0.4072631167170273,1,0,1,1
0.6268656716417911,1.6666666666666667,1.0,-0.014909799298425128,0.0,-0.729365709676325,1,0,0,1
0.01492537313432836,0.25,0.25,-0.7614800323148149,0.0,0.8505158056438593,0,0,0,1
-0.8507462686567164,1.0,1.0,0.3465530446183862,0.0,0.7479238119292976,0,1,0,1
0.8805970149253731,0.75,1.0,0.7323438958154318,0.0,-0.8687052584008595,0,1,1,0
-1.6492537313432836,0.5833333333333334,-0.75,0.32625961030438977,0.0,-0.6353090647551847,1,0,0,1
-1.3955223880597014,-0.3333333333333333,0.0,-0.7614800323148149,1.0,-0.21848428595949296,0,0,1,0
0.4328358208955224,0.6666666666666666,1.0,0.08643421747820337,0.0,0.8982989600542047,1,0,1,0
0.7835820895522388,0.5833333333333334,0.0,0.3420257741359892,1.0,0.5950145669657986,0,1,0,0
0.5373134328358209,-0.5,0.0,-0.7614800323148149,0.0,0.35265166294387784,0,0,0,1
-0.2835820895522388,0.3333333333333333,0.75,0.1908422973100862,0.0,-1.0122880878416434,0,0,1,0
0.9402985074626866,0.8333333333333334,0.25,0.235817926449325,1.0,0.24902974771217146,0,1,0,0
0.2537313432835821,0.5833333333333334,0.5,-0.3301748672717233,0.0,0.8290118615541748,0,0,0,0
0.15671641791044774,-1.0,-0.5,0.08653958846870018,1.0,0.03435489069788936,1,0,1,0
-0.5074626865671642,-0.75,1.25,-0.7614800323148149,1.0,-0.8167776176801331,0,0,0,0
-0.7611940298507462,0.6666666666666666,-1.25,-0.7614800323148149,1.0,-0.30282929848729945,0,1,1,0
-0.1791044776119403,-0.4166666666666667,1.0,0.4068947411963124,1.0,-0.8516627151868829,0,0,1,0
0.1417910447761194,-0.25,0.0,0.264253835504054,3.0,-0.7313597914137041,0,1,1,1
-0.291044776119403,0.5833333333333334,-0.5,-0.7614800323148149,1.0,0.36893210692410816,0,0,1,0
-0.41044776119402987,1.9166666666666667,-1.25,-0.14617737549301096,0.0,-0.5253894127107084,1,0,1,0
0.7313432835820896,0.0,0.25,-0.7614800323148149,0.0,0.1804531151555777,0,0,1,1
-0.7164179104477612,-0.16666666666666666,1.25,-0.7614800323148149,1.0,0.9407551444938064,0,0,1,0
0.2537313432835821,1.5833333333333333,0.0,0.1131546554705484,0.0,-0.199622075823436,1,0,1,0
0.8731343283582089,0.3333333333333333,-1.0,-0.1934175016436308,0.0,-0.7569174569943861,0,1,0,0
-0.6194029850746269,0.4166666666666667,-1.0,-0.7614800323148149,0.0,-0.16836025298787635,0,1,1,1
-0.4776119402985074,0.5833333333333334,0.75,0.44820823877364135,0.0,-0.5170432165811977,0,0,0,1
0.5149253731343284,-0.75,1.0,0.4487237340282648,1.0,0.011251839213629143,1,0,1,1
0.6119402985074627,-0.3333333333333333,0.0,0.1935068907143792,0.0,-0.3899332362752832,1,0,0,0
-0.4850746268656717,-0.08333333333333333,-1.0,-0.7614800323148149,1.0,-0.8442074982362227,0,0,1,0
-0.08955223880597014,-0.3333333333333333,0.75,-0.1215982797186932,1.0,-0.6633897483779155,1,0,0,0
-0.373134328358209,-0.4166666666666667,1.25,-0.7614800323148149,1.0,0.16119145850196634,0,0,1,0
-0.6343283582089553,-0.16666666666666666,0.0,0.5399374856241065,1.0,0.28086543188058377,0,0,0,0
0.31343283582089554,1.9166666666666667,1.0,-0.7614800323148149,0.0,-0.4381201060972639,0,0,1,0
0.3208955223880597,0.4166666666666667,0.0,-0.7614800323148149,0.0,-0.2848143621859329,0,0,1,1
-0.11940298507462685,-0.08333333333333333,-1.0,-0.7614800323148149,0.0,-0.5799529938859527,0,1,0,0
1.0970149253731345,-0.75,0.5,0.5520013280661938,1.0,0.11123858785492018,1,0,1,0
1.4776119402985075,-0.5,-0.25,-0.04626797104201499,0.0,0.6297142725010423,0,1,1,0
0.29850746268656714,-0.75,0.75,-0.016761586735131992,1.0,-0.5668861123854974,0,0,0,0
0.3358208955223881,-0.4166666666666667,0.5,0.6131597477488996,2.0,0.16515034956017055,0,0,0,1
-0.3283582089552239,-0.25,-0.5,0.07121355417212702,0.0,-0.6459717457655048,1,0,1,0
0.3955223880597015,-0.3333333333333333,0.5,-0.2254285034718371,0.0,-0.3590075380284137,0,1,1,0
0.19402985074626866,1.0,-0.5,0.8407147866601735,0.0,-1.0108643100253834,0,0,1,1
-0.9104477611940298,-1.25,0.5,-0.7614800323148149,1.0,0.040417939976554136,0,1,0,0
-0.8358208955223879,0.3333333333333333,-0.5,-0.7614800323148149,1.0,0.21247642738287192,0,0,0,0
-1.2238805970149254,-0.08333333333333333,-1.25,-0.7614800323148149,1.0,0.3707972070760477,0,0,0,0
-0.9402985074626866,-0.4166666666666667,0.5,0.2220351658641236,0.0,-0.13627433031406472,0,0,0,0
0.4253731343283582,-0.5833333333333334,0.0,-0.7614800323148149,1.0,0.6219809675931226,0,0,1,0
-0.02985074626865672,1.4166666666666667,0.5,0.16485256208975818,0.0,0.7358046249147653,0,1,0,1
